Path,noche,soleado,nublado,lluvia,neblina,sombras
32-dia-1\000000078.png,0,1,0,0,0,0
32-dia-1\000000079.png,0,1,0,0,0,0
32-dia-1\000000080.png,0,1,0,0,0,0
32-dia-1\000000081.png,0,1,0,0,0,0
32-dia-1\000000082.png,0,1,0,0,0,0
32-dia-1\000000083.png,0,1,0,0,0,0
32-dia-1\000000084.png,0,1,0,0,0,0
32-dia-1\000000085.png,0,1,0,0,0,0
32-dia-1\000000086.png,0,1,0,0,0,0
32-dia-1\000000087.png,0,1,0,0,0,0
32-dia-1\000000088.png,0,1,0,0,0,0
32-dia-1\000000089.png,0,1,0,0,0,0
32-dia-1\000000090.png,0,1,0,0,0,0
32-dia-1\000000091.png,0,1,0,0,0,0
32-dia-1\000000092.png,0,1,0,0,0,0
32-dia-1\000000093.png,0,1,0,0,0,0
32-dia-1\000000094.png,0,1,0,0,0,0
32-dia-1\000000095.png,0,1,0,0,0,0
32-dia-1\000000096.png,0,1,0,0,0,0
32-dia-1\000000097.png,0,1,0,0,0,0
32-dia-1\000000098.png,0,1,0,0,0,0
32-dia-1\000000099.png,0,1,0,0,0,0
32-dia-1\000000100.png,0,1,0,0,0,0
32-dia-1\000000101.png,0,1,0,0,0,0
32-dia-1\000000102.png,0,1,0,0,0,0
32-Guapiles-dia\000000016.png,0,1,0,0,0,1
32-Guapiles-dia\000000017.png,0,1,0,0,0,1
32-Guapiles-dia\000000018.png,0,1,0,0,0,0
32-Guapiles-dia\000000019.png,0,1,0,0,0,1
32-Guapiles-dia\000000020.png,0,1,0,0,0,0
32-Guapiles-dia\000000051.png,0,1,0,0,0,0
32-Guapiles-dia\000000052.png,0,1,0,0,0,0
32-Guapiles-dia\000000053.png,0,1,0,0,0,0
32-Guapiles-dia\000000054.png,0,1,0,0,0,0
32-Guapiles-dia\000000055.png,0,1,0,0,0,0
32-Guapiles-dia\000000056.png,0,1,0,0,0,0
32-Guapiles-dia\000000057.png,0,1,0,0,0,0
32-Guapiles-dia\000000058.png,0,1,0,0,0,0
32-Guapiles-dia\000000059.png,0,1,0,0,0,0
32-Guapiles-dia\000000060.png,0,1,0,0,0,0
32-Guapiles-dia\000000061.png,0,1,0,0,0,0
32-Guapiles-dia\000000062.png,0,1,0,0,0,0
32-Guapiles-dia\000000063.png,0,1,0,0,0,0
32-Guapiles-dia\000000064.png,0,1,0,0,0,0
32-Guapiles-dia\000000065.png,0,1,0,0,0,0
32-Guapiles-dia\000000066.png,0,1,0,0,0,0
32-Guapiles-dia\000000067.png,0,1,0,0,0,0
32-Guapiles-dia\000000081.png,0,1,0,0,0,0
32-Guapiles-dia\000000082.png,0,1,0,0,0,0
32-Guapiles-dia\000000083.png,0,1,0,0,0,0
32-Guapiles-dia\000000084.png,0,1,0,0,0,0
32-Guapiles-dia\000000085.png,0,1,0,0,0,0
32-Guapiles-dia\000000086.png,0,1,0,0,0,0
32-Guapiles-dia\000000087.png,0,1,0,0,0,0
32-Guapiles-dia\000000088.png,0,1,0,0,0,0
32-Guapiles-dia\000000089.png,0,1,0,0,0,0
32-Guapiles-dia\000000090.png,0,1,0,0,0,0
32-Guapiles-dia\000000091.png,0,1,0,0,0,0
32-Guapiles-dia\000000092.png,0,1,0,0,0,0
32-Guapiles-dia\000000093.png,0,1,0,0,0,1
32-Guapiles-dia\000000094.png,0,1,0,0,0,0
32-Guapiles-dia\000000095.png,0,1,0,0,0,0
32-Guapiles-dia\000000096.png,0,1,0,0,0,0
32-Guapiles-dia\000000097.png,0,1,0,0,0,0
32-Guapiles-dia\000000098.png,0,1,0,0,0,0
32-Guapiles-dia\000000099.png,0,1,0,0,0,0
32-Guapiles-dia\000000100.png,0,1,0,0,0,0
32-Guapiles-dia\000000101.png,0,1,0,0,0,0
32-Guapiles-dia\000000102.png,0,1,0,0,0,0
32-Guapiles-dia\000000103.png,0,1,0,0,0,0
32-Guapiles-dia\000000104.png,0,1,0,0,0,0
32-Guapiles-dia\000000105.png,0,1,0,0,0,0
32-Guapiles-dia\000000106.png,0,1,0,0,0,0
32-Guapiles-dia\000000107.png,0,1,0,0,0,0
32-Guapiles-dia\000000108.png,0,1,0,0,0,0
32-Guapiles-dia\000000109.png,0,1,0,0,0,0
32-Guapiles-dia\000000110.png,0,1,0,0,0,0
32-Guapiles-dia\000000111.png,0,1,0,0,0,1
32-Guapiles-dia\000000112.png,0,1,0,0,0,0
32-Guapiles-dia\000000113.png,0,1,0,0,0,0
32-Guapiles-dia\000000114.png,0,1,0,0,0,0
32-Guapiles-dia\000000115.png,0,1,0,0,0,0
32-Guapiles-dia\000000116.png,0,1,0,0,0,0
32-Guapiles-dia\000000117.png,0,1,0,0,0,1
32-Guapiles-dia\000000118.png,0,1,0,0,0,1
32-Guapiles-dia\000000119.png,0,1,0,0,0,0
32-Guapiles-dia\000000120.png,0,1,0,0,0,1
32-Guapiles-dia\000000121.png,0,1,0,0,0,0
32-Guapiles-dia\000000122.png,0,1,0,0,0,0
32-Guapiles-dia\000000123.png,0,1,0,0,0,0
32-Guapiles-dia\000000124.png,0,1,0,0,0,0
32-Guapiles-dia\000000125.png,0,1,0,0,0,0
32-Guapiles-dia\000000126.png,0,1,0,0,0,0
32-Guapiles-dia\000000127.png,0,1,0,0,0,0
32-Guapiles-dia\000000128.png,0,1,0,0,0,1
32-Guapiles-dia\000000129.png,0,1,0,0,0,0
32-Guapiles-dia\000000130.png,0,1,0,0,0,0
32-Guapiles-dia\000000131.png,0,1,0,0,0,0
32-Guapiles-dia\000000132.png,0,1,0,0,0,1
32-Guapiles-dia\000000133.png,0,1,0,0,0,0
32-Guapiles-dia\000000134.png,0,1,0,0,0,0
32-Guapiles-dia\000000135.png,0,1,0,0,0,0
32-Guapiles-dia\000000136.png,0,1,0,0,0,0
32-Guapiles-dia\000000137.png,0,1,0,0,0,1
32-Guapiles-dia\000000138.png,0,1,0,0,0,0
32-Guapiles-dia\000000139.png,0,1,0,0,0,0
32-Guapiles-dia\000000140.png,0,1,0,0,0,0
32-Guapiles-dia\000000141.png,0,1,0,0,0,0
32-Guapiles-dia\000000142.png,0,1,0,0,0,1
32-Guapiles-dia\000000143.png,0,1,0,0,0,0
32-Guapiles-dia\000000144.png,0,1,0,0,0,0
32-Guapiles-dia\000000145.png,0,1,0,0,0,0
32-Guapiles-dia\000000146.png,0,1,0,0,0,0
32-Guapiles-dia\000000147.png,0,1,0,0,0,0
32-Guapiles-dia\000000148.png,0,1,0,0,0,0
32-Guapiles-dia\000000149.png,0,1,0,0,0,0
32-Guapiles-dia\000000150.png,0,1,0,0,0,0
32-Guapiles-dia\000000151.png,0,1,0,0,0,0
32-Guapiles-dia\000000152.png,0,1,0,0,0,0
32-Guapiles-dia\000000153.png,0,1,0,0,0,0
32-Guapiles-dia\000000154.png,0,1,0,0,0,0
32-Guapiles-dia\000000155.png,0,1,0,0,0,0
32-Guapiles-dia\000000156.png,0,1,0,0,0,0
32-Guapiles-dia\000000157.png,0,1,0,0,0,0
32-Guapiles-dia\000000158.png,0,1,0,0,0,0
32-Guapiles-dia\000000159.png,0,1,0,0,0,0
32-Guapiles-dia\000000160.png,0,1,0,0,0,0
32-Guapiles-dia\000000161.png,0,1,0,0,0,0
32-Guapiles-dia\000000162.png,0,1,0,0,0,0
32-Guapiles-dia\000000163.png,0,1,0,0,0,0
32-Guapiles-dia\000000164.png,0,1,0,0,0,0
32-Guapiles-dia\000000165.png,0,1,0,0,0,0
32-Guapiles-dia\000000166.png,0,1,0,0,0,0
32-Guapiles-dia\000000167.png,0,1,0,0,0,0
32-Guapiles-dia\000000168.png,0,1,0,0,0,0
32-Guapiles-dia\000000169.png,0,1,0,0,0,0
32-Guapiles-dia\000000170.png,0,1,0,0,0,0
32-Guapiles-dia\000000171.png,0,1,0,0,0,1
32-Guapiles-dia\000000172.png,0,1,0,0,0,0
32-Guapiles-dia\000000173.png,0,1,0,0,0,0
32-Guapiles-dia\000000174.png,0,1,0,0,0,0
32-Guapiles-dia\000000175.png,0,1,0,0,0,0
32-Guapiles-dia\000000176.png,0,1,0,0,0,0
32-Guapiles-dia\000000177.png,0,1,0,0,0,0
32-Guapiles-dia\000000178.png,0,1,0,0,0,0
32-Guapiles-dia\000000179.png,0,1,0,0,0,0
32-Guapiles-dia\000000180.png,0,1,0,0,0,0
32-Guapiles-dia\000000181.png,0,1,0,0,0,0
32-Guapiles-dia\000000182.png,0,1,0,0,0,0
32-Guapiles-dia\000000183.png,0,1,0,0,0,0
32-Guapiles-dia\000000184.png,0,1,0,0,0,0
32-Guapiles-dia\000000185.png,0,1,0,0,0,0
32-Guapiles-dia\000000186.png,0,1,0,0,0,0
32-Guapiles-dia\000000187.png,0,1,0,0,0,0
32-Guapiles-dia\000000188.png,0,1,0,0,0,0
32-Guapiles-dia\000000189.png,0,1,0,0,0,0
32-Guapiles-dia\000000190.png,0,1,0,0,0,0
32-Guapiles-dia\000000191.png,0,1,0,0,0,0
32-Guapiles-dia\000000192.png,0,1,0,0,0,0
32-Guapiles-dia\000000193.png,0,1,0,0,0,0
32-Guapiles-dia\000000194.png,0,1,0,0,0,0
32-Guapiles-dia\000000195.png,0,1,0,0,0,0
32-Guapiles-dia\000000196.png,0,1,0,0,0,0
32-Guapiles-dia\000000197.png,0,1,0,0,0,0
32-Guapiles-dia\000000198.png,0,1,0,0,0,0
32-Guapiles-dia\000000199.png,0,1,0,0,0,0
32-Guapiles-dia\000000200.png,0,1,0,0,0,0
32-Guapiles-dia\000000201.png,0,1,0,0,0,0
32-Guapiles-dia\000000202.png,0,1,0,0,0,0
32-Guapiles-dia\000000203.png,0,1,0,0,0,0
32-Guapiles-dia\000000204.png,0,1,0,0,0,0
32-Guapiles-dia\000000205.png,0,1,0,0,0,0
32-Guapiles-dia\000000206.png,0,1,0,0,0,0
32-Guapiles-dia\000000207.png,0,1,0,0,0,0
32-Guapiles-dia\000000208.png,0,1,0,0,0,0
32-Guapiles-dia\000000209.png,0,1,0,0,0,0
32-Guapiles-dia\000000210.png,0,1,0,0,0,0
32-Guapiles-dia\000000211.png,0,1,0,0,0,0
32-Guapiles-dia\000000212.png,0,1,0,0,0,0
32-Guapiles-dia\000000213.png,0,1,0,0,0,0
32-Guapiles-dia\000000214.png,0,1,0,0,0,0
32-Guapiles-dia\000000215.png,0,1,0,0,0,0
32-Guapiles-dia\000000216.png,0,1,0,0,0,0
32-Guapiles-dia\000000217.png,0,1,0,0,0,0
32-Guapiles-dia\000000218.png,0,1,0,0,0,0
32-Guapiles-dia\000000219.png,0,1,0,0,0,0
32-Guapiles-dia\000000220.png,0,1,0,0,0,0
32-Guapiles-dia\000000221.png,0,1,0,0,0,0
32-Guapiles-dia\000000222.png,0,1,0,0,0,0
32-Guapiles-dia\000000223.png,0,1,0,0,0,0
32-Guapiles-dia\000000224.png,0,1,0,0,0,0
32-Guapiles-dia\000000225.png,0,1,0,0,0,0
32-Guapiles-dia\000000226.png,0,1,0,0,0,0
32-Guapiles-dia\000000227.png,0,1,0,0,0,0
32-Guapiles-dia\000000228.png,0,1,0,0,0,0
32-Guapiles-dia\000000229.png,0,1,0,0,0,0
32-Guapiles-dia\000000230.png,0,1,0,0,0,0
32-Guapiles-dia\000000231.png,0,1,0,0,0,0
32-Guapiles-dia\000000232.png,0,1,0,0,0,0
32-Guapiles-dia\000000233.png,0,1,0,0,0,0
32-Guapiles-dia\000000234.png,0,1,0,0,0,0
32-Guapiles-dia\000000235.png,0,1,0,0,0,0
32-Guapiles-dia\000000236.png,0,1,0,0,0,0
32-Guapiles-dia\000000237.png,0,1,0,0,0,0
32-Guapiles-dia\000000238.png,0,1,0,0,0,0
32-Guapiles-dia\000000239.png,0,1,0,0,0,0
32-Guapiles-dia\000000240.png,0,1,0,0,0,0
32-Guapiles-dia\000000312.png,0,1,0,0,0,0
32-Guapiles-dia\000000313.png,0,1,0,0,0,0
32-Guapiles-dia\000000314.png,0,1,0,0,0,0
32-Guapiles-dia\000000315.png,0,1,0,0,0,0
32-Guapiles-dia\000000316.png,0,1,0,0,0,0
32-Guapiles-dia\000000317.png,0,1,0,0,0,0
32-Guapiles-dia\000000318.png,0,1,0,0,0,0
32-Guapiles-dia\000000319.png,0,1,0,0,0,0
32-Guapiles-dia\000000320.png,0,1,0,0,0,0
32-Guapiles-dia\000000321.png,0,1,0,0,0,0
32-Guapiles-dia\000000322.png,0,1,0,0,0,0
32-Guapiles-dia\000000323.png,0,1,0,0,0,0
32-Guapiles-dia\000000324.png,0,1,0,0,0,0
32-Guapiles-dia\000000325.png,0,1,0,0,0,0
32-Guapiles-dia\000000326.png,0,1,0,0,0,0
32-Guapiles-dia\000000327.png,0,1,0,0,0,0
32-Guapiles-dia\000000328.png,0,1,0,0,0,0
32-Guapiles-dia\000000329.png,0,1,0,0,0,0
32-Guapiles-dia\000000330.png,0,1,0,0,0,0
32-Guapiles-dia\000000331.png,0,1,0,0,0,0
32-Guapiles-dia\000000332.png,0,1,0,0,0,0
32-Guapiles-dia\000000333.png,0,1,0,0,0,0
32-Guapiles-dia\000000334.png,0,1,0,0,0,0
32-Guapiles-dia\000000335.png,0,1,0,0,0,0
32-Guapiles-dia\000000336.png,0,1,0,0,0,0
32-Guapiles-dia\000000337.png,0,1,0,0,0,0
32-Guapiles-dia\000000338.png,0,1,0,0,0,0
32-Guapiles-dia\000000339.png,0,1,0,0,0,0
32-Guapiles-dia\000000340.png,0,1,0,0,0,0
32-Guapiles-dia\000000341.png,0,1,0,0,0,0
32-Guapiles-dia\000000342.png,0,1,0,0,0,0
32-Guapiles-dia\000000343.png,0,1,0,0,0,0
32-Guapiles-dia\000000344.png,0,1,0,0,0,0
32-Guapiles-dia\000000345.png,0,1,0,0,0,0
32-Guapiles-dia\000000346.png,0,1,0,0,0,0
32-Guapiles-dia\000000347.png,0,1,0,0,0,0
32-Guapiles-dia\000000348.png,0,1,0,0,0,0
32-Guapiles-dia\000000349.png,0,1,0,0,0,0
32-Guapiles-dia\000000350.png,0,1,0,0,0,0
32-Guapiles-dia\000000351.png,0,1,0,0,0,0
32-Guapiles-dia\000000352.png,0,1,0,0,0,0
32-Guapiles-dia\000000353.png,0,1,0,0,0,0
32-Guapiles-dia\000000354.png,0,1,0,0,0,0
32-Guapiles-dia\000000355.png,0,1,0,0,0,0
32-Guapiles-dia\000000356.png,0,1,0,0,0,0
32-Guapiles-dia\000000357.png,0,1,0,0,0,0
32-Guapiles-dia\000000358.png,0,1,0,0,0,0
32-Guapiles-dia\000000359.png,0,1,0,0,0,0
32-Guapiles-dia\000000360.png,0,1,0,0,0,0
32-Guapiles-dia\000000361.png,0,1,0,0,0,0
32-Guapiles-dia\000000362.png,0,1,0,0,0,0
32-Guapiles-dia\000000363.png,0,1,0,0,0,0
32-Guapiles-dia\000000364.png,0,1,0,0,0,0
32-Guapiles-dia\000000365.png,0,1,0,0,0,0
32-Guapiles-dia\000000366.png,0,1,0,0,0,0
32-Guapiles-dia\000000367.png,0,1,0,0,0,0
32-Guapiles-dia\000000368.png,0,1,0,0,0,0
32-Guapiles-dia\000000369.png,0,1,0,0,0,0
32-Guapiles-dia\000000370.png,0,1,0,0,0,0
32-Guapiles-dia\000000371.png,0,1,0,0,0,0
32-Guapiles-dia\000000372.png,0,1,0,0,0,0
32-Guapiles-dia\000000373.png,0,1,0,0,0,0
32-Guapiles-dia\000000374.png,0,1,0,0,0,0
32-Guapiles-dia\000000375.png,0,1,0,0,0,0
32-Guapiles-dia\000000376.png,0,1,0,0,0,0
32-Guapiles-dia\000000377.png,0,1,0,0,0,0
32-Guapiles-dia\000000378.png,0,1,0,0,0,0
32-Guapiles-dia\000000379.png,0,1,0,0,0,0
32-Guapiles-dia\000000380.png,0,1,0,0,0,0
32-Guapiles-dia\000000381.png,0,1,0,0,0,0
32-Guapiles-dia\000000382.png,0,1,0,0,0,0
32-Guapiles-dia\000000383.png,0,1,0,0,0,0
32-Guapiles-dia\000000384.png,0,1,0,0,0,0
32-Guapiles-dia\000000385.png,0,1,0,0,0,0
32-Guapiles-dia\000000386.png,0,1,0,0,0,0
32-Guapiles-dia\000000387.png,0,1,0,0,0,0
32-Guapiles-dia\000000388.png,0,1,0,0,0,0
32-Guapiles-dia\000000389.png,0,1,0,0,0,0
32-Guapiles-dia\000000390.png,0,1,0,0,0,0
32-Guapiles-dia\000000391.png,0,1,0,0,0,0
32-Guapiles-dia\000000392.png,0,1,0,0,0,0
32-Guapiles-dia\000000393.png,0,1,0,0,0,0
32-Guapiles-dia\000000394.png,0,1,0,0,0,0
32-Guapiles-dia\000000395.png,0,1,0,0,0,0
32-Guapiles-dia\000000396.png,0,1,0,0,0,0
32-Guapiles-dia\000000397.png,0,1,0,0,0,0
32-Guapiles-dia\000000398.png,0,1,0,0,0,0
32-Guapiles-dia\000000399.png,0,1,0,0,0,0
32-Guapiles-dia\000000400.png,0,1,0,0,0,0
32-Guapiles-dia\000000401.png,0,1,0,0,0,0
32-Guapiles-dia\000000402.png,0,1,0,0,0,0
32-Guapiles-dia\000000403.png,0,1,0,0,0,0
32-Guapiles-dia\000000404.png,0,1,0,0,0,0
32-Guapiles-dia\000000405.png,0,1,0,0,0,0
32-Guapiles-dia\000000406.png,0,1,0,0,0,0
32-Guapiles-dia\000000407.png,0,1,0,0,0,0
32-Guapiles-dia\000000408.png,0,1,0,0,0,0
32-Guapiles-dia\000000409.png,0,1,0,0,0,0
32-Guapiles-dia\000000410.png,0,1,0,0,0,0
32-Guapiles-dia\000000411.png,0,1,0,0,0,0
